id,name,tamil,category,type,price_rs,mrp_rs,wholesale_rs,unit,pack,in_stock
1375,IDHAYAM OIL 5OML KATTU,ஈதயம் ஆயில் 50மிலி கட்டு,Oils,oil,350.0,380.0,345.0,Bundle,,Yes
2196,MR GOLD GROUNDNUT OIL 1TR,,Oils,oil,180.0,200.0,178.0,1 unit,,Yes
1334,NAVARATNA OIL 1RS KATTU[16],நவரத்னா ஆயில் 1₹ கடடு(16),Oils,oil,335.0,384.0,330.0,Bundle,16,Yes
1335,NAVARATNA OIL 1RS SAR,நவரத்னா ஆயில் 1₹ சரம்,Oils,oil,21.5,24.0,21.25,Strip,,No
961,PALM OIL 1/2 BOX[20],பாமாயில் 1ஃ2 பெடடழ(20),Oils,oil,1400.0,,1395.0,Box,20,Yes
962,PALM OIL 1/2 PC,பாமாயில் 1ஃ2,Oils,oil,62.0,80.0,61.0,2 pc,,Yes
959,PALM OIL 1L BOX[10],பாமாயில் 1லி பெட்ழ(10),Oils,oil,1400.0,,1390.0,1 L,10,Yes
960,PALM OIL 1L PC,பாமாயில் 1லி,Oils,oil,142.0,200.0,140.0,1 L,,Yes
246,SOAP OIL,சொப்பு ஆயில்,Oils,oil,30.0,40.0,25.0,1 unit,,Yes
443,VVD 100ML POUCH,விவிழ 100மிலி பவுச்,Oils,generic,250.0,320.0,245.0,100 ml,,Yes
441,VVD 10RS,வவிழ 10₹,Oils,generic,9.5,10.0,9.0,1 unit,,Yes
440,VVD 10RS KATTU,விவிழ 10₹ கட்டு,Oils,generic,140.0,150.0,135.0,Bundle,,Yes
447,VVD 120RS,விவிழ 120₹,Oils,generic,115.0,120.0,108.0,1 unit,,Yes
442,VVD 15RS KATTU,விவிழ 15₹ கட்டு,Oils,generic,200.0,225.0,180.0,Bundle,,Yes
1381,VVD 1RS KATTU,விவிழ 1₹ கட்டு,Oils,generic,35.0,40.0,33.0,Bundle,,Yes
446,VVD 40RS KATTU,விவிழ 40₹ கட்டு,Oils,generic,520.0,600.0,500.0,Bundle,,Yes
449,VVD 500ML,விவிழ 500மிலி,Oils,generic,120.0,145.0,115.0,500 ml,,Yes
444,VVD 50ML POUCH,விவிழ 50மிலி பவுச்,Oils,generic,135.0,150.0,130.0,50 ml,,Yes
445,VVD 70RS,விவிழ 70₹,Oils,generic,66.0,70.0,64.0,1 unit,,No
448,VVD 75RS KATTU,விவிழ 75₹ கட்டு,Oils,generic,500.0,600.0,450.0,Bundle,,Yes
1053,707 POWDER 1RS BAG[21],707 பவுடர் 1₹ பை(21),Personal Care,cream,210.0,252.0,205.0,Bag,21,Yes
1054,707 POWDER 1RS SAR,707 பவுடர் 1₹ சரம்;,Personal Care,cream,10.0,12.0,10.0,Strip,,Yes
2035,AIRELA SOAP 10RS,,Personal Care,soap,9.0,10.0,8.5,1 unit,,Yes
537,CHALLENGE SOAP 1 BOX,செலஞ்ச் சொப்பு 1பெட்ழ,Personal Care,soap,550.0,600.0,540.0,Box,,Yes
2236,CHALLENGE SOAP 10RS,செலஞ் சொப்பு ₹10,Personal Care,soap,9.0,10.0,8.8,1 unit,,Yes
1196,CHALLENGE SOAP RS20 PC,செலஞ் சொப்பு ₹20,Personal Care,soap,18.5,20.0,18.0,20 pc,,Yes
830,CLINIC 1RS CASE[60],கிளினிக் 1₹ பெட்ழ(60),Personal Care,shampoo,710.0,960.0,720.0,Case,60,Yes
831,CLINIC 1RS SARAM,கிளினிக் 1₹ சரம்,Personal Care,shampoo,13.0,16.0,13.0,Strip,,Yes
878,CLOSE UP 10RS [12 PC],குளொசப் 10₹ (12),Personal Care,generic,110.0,120.0,108.0,12 pc,,Yes
881,CLOSE UP 20RS,குளொசப் 20₹,Personal Care,generic,18.5,20.0,18.0,1 unit,,Yes
879,CLOSE UP 20RS CAS[12],குளொசப் 20₹ கெஸ்(12),Personal Care,generic,2540.0,2880.0,2530.0,1 unit,12,Yes
880,CLOSE UP 20RS[6],குளொசப் 20₹ (6),Personal Care,generic,110.0,120.0,108.0,1 unit,6,Yes
883,CLOSE UP 54RS,குளொசப் 54₹,Personal Care,generic,51.0,54.0,50.0,1 unit,,Yes
882,CLOSE UP 54RS[12 PC],குளொசப் 54₹ (12),Personal Care,generic,590.0,648.0,585.0,12 pc,,Yes
32,COMB BOYS,காம்ப் பாய்ஸ்,Personal Care,generic,20.0,,15.0,1 unit,,Yes
33,COMB GIRLS,காம்ப் கெல்ஸ்,Personal Care,generic,48.0,120.0,45.0,1 unit,,Yes
53,COMB ROUND 1PCS,சீப்பு ரவுண்ட் 1எண்,Personal Care,generic,20.0,60.0,15.0,1 pc,,Yes
54,COMB ROUND BULK,சீப்பு ரவுண்ட் மொத்தம்;,Personal Care,generic,90.0,100.0,85.0,1 unit,,No
1019,D.AMLA RS 20 PC,ழ.ஆம்லா ₹20,Personal Care,hairoil,18.5,20.0,18.25,20 pc,,Yes
1018,D.AMLA RS20 KATTU[8],ழ.ஆம்லா ₹20 கட்டு(8),Personal Care,hairoil,148.0,160.0,145.0,Bundle,8,No
1020,D.AMLA RS49 KATTU[6],ழ.ஆம்லா ₹49 கட்டு(6),Personal Care,hairoil,275.0,294.0,272.0,Bundle,6,Yes
1021,D.AMLA RS55,ழ.ஆம்லா ₹55,Personal Care,hairoil,52.0,55.0,51.0,1 unit,,Yes
906,DABUR 10RS 12PS,டாபர் 10₹ (12),Personal Care,generic,90.0,120.0,95.0,1 unit,,Yes
1005,DABUR 10RS CASE[24],டாபர் 10₹ கெஸ்(24),Personal Care,generic,2250.0,2880.0,2240.0,Case,24,Yes
1006,DABUR 10RS KATTU,டாபர் 10₹ கட்டு,Personal Care,generic,105.0,120.0,100.0,Bundle,,Yes
1007,DABUR 10RS PC,டாபர் 10₹,Personal Care,generic,9.0,10.0,8.75,Piece,,Yes
1008,DABUR 20RS CASE[12],டாபர் 20₹ கெஸ்(12),Personal Care,generic,2460.0,2880.0,2450.0,Case,12,Yes
1009,DABUR 20RS KATTU,டாபர் 20₹ கட்டு,Personal Care,generic,215.0,240.0,210.0,Bundle,,Yes
1010,DABUR 20RS PC,டாபர் 20₹,Personal Care,generic,18.0,20.0,18.0,Piece,,Yes
1011,DABUR 68RS CASE[72],டாபர் 68₹ கெஸ்(72),Personal Care,generic,4200.0,4896.0,4180.0,Case,72,Yes
1013,DABUR 69RS,டாபர் 69₹,Personal Care,generic,65.0,69.0,62.0,1 unit,,Yes
1012,DABUR 69RS KATTU,டாபர் 69₹ கட்டு,Personal Care,generic,730.0,816.0,720.0,Bundle,,Yes
1592,DETTOL 154RS,,Personal Care,generic,140.0,154.0,138.0,1 unit,,Yes
486,DETTOL 235RS,டெட்டால் 235₹,Personal Care,generic,215.0,235.0,212.0,1 unit,,Yes
488,DETTOL 40 RS,டெட்டால் 40₹,Personal Care,generic,38.0,40.0,37.0,1 unit,,Yes
487,DETTOL 83RS,டெட்டால் 83₹,Personal Care,generic,78.0,83.0,76.0,1 unit,,Yes
489,DETTOL COOL 10RS,டெட்டால் வுல் 10₹,Personal Care,generic,9.5,10.0,9.1,1 unit,,Yes
492,DETTOL COOL 33RS,டெட்டால் வுல் 33₹,Personal Care,generic,33.0,,32.0,1 unit,,Yes
490,DETTOL GREEN 10RS,டெட்டால் பச்சை 10₹,Personal Care,generic,9.5,10.0,9.1,1 unit,,Yes
2141,DETTOL GREEN 185RS,,Personal Care,generic,180.0,185.0,175.0,1 unit,,Yes
491,DETTOL GREEN 38RS,டெட்டால் பச்சை 38₹,Personal Care,generic,37.0,38.0,36.0,1 unit,,Yes
1379,DETTOL SOAP  BLUE 182RS,டெ;ட்டால் சொப்பு புளு 182₹,Personal Care,soap,180.0,182.0,170.0,1 unit,,Yes
1534,DOVE SOAP 60RS,,Personal Care,soap,57.0,60.0,56.0,1 unit,,Yes
79,DRY MANGO POWDER,ழரை மெஹ்கொ பவுடா,Personal Care,cream,350.0,500.0,320.0,1 unit,,Yes
78,DRY MANGO POWDER 100G,ழரை மெஹ்கொ பவுடர் 100கி,Personal Care,cream,50.0,80.0,50.0,100 g,,No
843,FAIR&LOVELY 10RS CASE[24],பெர்-லவ்லி 10₹ பெட்ழ(24),Personal Care,cream,5130.0,5760.0,5120.0,Case,24,Yes
844,FAIR&LOVELY 10RS KATTU,பெர்-லவ்லி 10₹ கட்டு,Personal Care,cream,220.0,240.0,216.0,Bundle,,Yes
845,FAIR&LOVELY 10RS SARAM,பெர்-லவ்லி 10₹ சரம்,Personal Care,cream,110.0,120.0,108.0,Strip,,Yes
851,FAIR&LOVELY SOAP,பெர்-லவ்லி சொப்பு,Personal Care,soap,0.0,,,1 unit,,No
1422,GILLETE GUARD 12RS BOX[12],,Personal Care,generic,1030.0,1440.0,1020.0,Box,12,Yes
1421,GILLETE GUARD 12RS SAR,,Personal Care,generic,88.0,120.0,85.0,Strip,,Yes
1383,GILLETE GUARD 15RS,,Personal Care,generic,120.0,150.0,118.0,1 unit,,Yes
1423,GILLETE LASER 28RS SAR [10],,Personal Care,generic,220.0,280.0,215.0,Strip,10,Yes
1408,GILLETE PRIESTO 25RS SAR,,Personal Care,generic,200.0,280.0,195.0,Strip,,Yes
904,GILLETE RACER 25RS,,Personal Care,generic,20.0,25.0,19.0,1 unit,,Yes
944,GODREJ EXPERT RS 200,கொத்ரெசூ; எக்ஸ்பர்ட் ₹200,Personal Care,generic,200.0,,175.0,1 unit,,Yes
948,GODREJ RICH CRE RS 15 SAR,கொத்ரெசூ; அரசி கிரிம் ₹15 சரம்,Personal Care,generic,135.0,150.0,130.0,Strip,,Yes
950,GODREJ RICH CRE RS 20,கொத்ரெசூ; கிரிம் ₹20,Personal Care,generic,18.0,20.0,17.75,1 unit,,Yes
949,GODREJ RICH CRE RS 35 PC,கொத்ரெசூ; அரசி கிரிம் ₹35,Personal Care,generic,32.0,35.0,31.0,35 pc,,Yes
947,GODREJ RICH CRE RS 35 SAR,கொத்ரெசூ; அரசி கிரிம் ₹35 சரம்,Personal Care,generic,315.0,350.0,310.0,Strip,,No
2184,GODREJ SELFIE 15RS,,Personal Care,generic,140.0,150.0,130.0,1 unit,,Yes
954,GODREJ SHAMPOO RS28,கொத்ரெசூ; ஷாம்பூ ₹28,Personal Care,shampoo,295.0,336.0,290.0,1 unit,,Yes
2175,GODREJ SPIC 79RS,,Personal Care,generic,75.0,79.0,70.0,1 unit,,Yes
1320,GOKUL POWDER  70G,கொகுல் பவுடர் 70கிராம்,Personal Care,cream,72.0,73.0,69.0,70 g,,Yes
1238,GOKUL POWDER 30G,கொகுல் பவுடர் 30கிராம்,Personal Care,cream,39.0,45.0,37.5,30 g,,Yes
2150,GOKUL SOAP 42RS,,Personal Care,soap,40.0,42.0,39.0,1 unit,,Yes
874,HAMAM 10RS,யுமாம் 10₹,Personal Care,soap,9.15,10.0,9.1,1 unit,,Yes
873,HAMAM 10RS CAS[288],யுமாம் 10₹ பெட்ழ(288),Personal Care,soap,2500.0,2880.0,2480.0,1 unit,288,Yes
876,HAMAM 38RS,யுமாம் 38₹,Personal Care,soap,35.0,38.0,34.5,1 unit,,Yes
875,HAMAM 38RS CAS[144],யுமாம் 38₹ பெட்ழ(144),Personal Care,soap,4720.0,5472.0,4700.0,1 unit,144,Yes
1218,HIM. PASTE 100G,,Personal Care,toothpaste,51.0,55.0,50.0,100 g,,Yes
1217,HIM. PASTE 20RS KATTU[5+1],,Personal Care,toothpaste,92.0,120.0,90.0,Bundle,5,Yes
1074,HIM. SHAMPOO BLUE RS 4,,Personal Care,shampoo,48.0,80.0,45.0,1 unit,,Yes
1075,HIM. SHAMPOO ROSE RS4,,Personal Care,shampoo,48.0,80.0,45.0,1 unit,,Yes
1216,HIM.CUCUMBER SOAP,,Personal Care,soap,31.0,33.0,34.0,1 unit,,Yes
1215,HIM.NEEM SOAP,,Personal Care,soap,32.0,34.0,31.0,1 unit,,Yes
2014,HIMALAYA SHAMPOO 2RS,,Personal Care,shampoo,28.0,32.0,26.0,1 unit,,Yes
872,INTER LUX 40RS,ஈன்டெர் லக்ஸ் 40₹,Personal Care,soap,38.0,40.0,37.0,1 unit,,Yes
741,IODEX 15RS,ஐயொடெக்ஸ் 15₹,Personal Care,cream,160.0,180.0,155.0,1 unit,,Yes
743,IODEX 40RS KATTU,ஐயொடெக்ஸ் 40₹ கட்டு,Personal Care,cream,825.0,960.0,820.0,Bundle,,Yes
742,IODEX 48RS,ஐயொடெக்ஸ் 48₹,Personal Care,cream,45.0,48.0,43.0,1 unit,,Yes
1319,KARTHIKA SHAMPOO 1RS SAR,கார்த்திகா ஷாம்பூ 1₹ சரம்,Personal Care,shampoo,18.0,20.0,18.0,Strip,,Yes
2158,KITE POWDER 1RS,,Personal Care,cream,11.0,12.0,10.0,1 unit,,Yes
865,LUX (R)10RS  [216],லக்ஸ்(ஆர்)10₹ (216),Personal Care,soap,1950.0,2160.0,1940.0,1 unit,216,Yes
867,LUX (W)10RS,லக்ஸ்(டபிள்யூ)10₹,Personal Care,soap,9.15,10.0,9.1,1 unit,,No
870,LUX ROSE 105RS,லக்ஸ ரொஸ் 10₹,Personal Care,soap,102.0,105.0,100.0,1 unit,,Yes
868,LUX ROSE 36RS CAS[144],லக்ஸ ரொஸ் 36₹ பெட்ழ(144),Personal Care,soap,4720.0,5184.0,4700.0,1 unit,144,Yes
869,LUX ROSE 38RS,லக்ஸ ரொஸ் 38₹,Personal Care,soap,36.0,38.0,35.0,1 unit,,Yes
871,LUX WHIT 36RS,லக்ஸ ரொஸ் 36₹,Personal Care,soap,34.0,36.0,33.0,1 unit,,Yes
866,LUX( R)10RS,லக்ஸ்(ஆர்)10₹,Personal Care,soap,9.15,10.0,9.1,1 unit,,Yes
312,MEDIMIX 10RS,மெழமிக்ஸ் 10₹,Personal Care,soap,9.0,10.0,8.5,1 unit,,Yes
313,MEDIMIX 10RS KATTU,மெழமிக்ஸ் 10₹ கட்டு,Personal Care,soap,210.0,240.0,200.0,Bundle,,Yes
314,MEDIMIX 35RS,மெழமிக்ஸ் 35₹,Personal Care,soap,33.0,35.0,32.0,1 unit,,Yes
315,MEDIMIX 52RS,மெழமிக்ஸ் 52₹,Personal Care,soap,48.0,52.0,46.0,1 unit,,Yes
1315,MEERA ONION 2RS KATTU[12],மீரா ஆனியன் 2₹ கட்டு (12),Personal Care,generic,400.0,480.0,395.0,Bundle,12,Yes
1314,MEERA ONION 2RS SAR,மீரா ஆனியன் 2₹ சரம்,Personal Care,generic,35.0,40.0,35.0,Strip,,Yes
1318,MEERA SHIKAI 4RS SAR,மீரா சீயக்காய் 4₹ சரம்,Personal Care,generic,55.0,60.0,66.0,Strip,,Yes
2163,MINIKUTTY DELUX,,Personal Care,soap,260.0,300.0,250.0,1 unit,,Yes
1487,MOOV 15RS SAR,_வ் 15₹ சரம்,Personal Care,cream,212.0,240.0,210.0,Strip,,Yes
1488,MOOV RS 55,_வ் 55₹,Personal Care,cream,52.0,55.0,51.5,1 unit,,Yes
2239,NYCIL 10RS [25],நைசில் ₹10 (25+1),Personal Care,cream,230.0,300.0,225.0,1 unit,25,Yes
945,NYCIL RS 145 PC,நைசில் ₹145,Personal Care,cream,125.0,145.0,115.0,145 pc,,Yes
885,PEPSOD 10RS,பெப்சொடன்ட் 10₹,Personal Care,toothpaste,0.0,,,1 unit,,Yes
884,PEPSOD 10RS[12 PC],பெப்சொடன்ட் 10₹ (12),Personal Care,toothpaste,110.0,120.0,108.0,12 pc,,Yes
886,PEPSOD 20RS [12 PC],பெப்சொடன்ட் 20₹ (12),Personal Care,toothpaste,220.0,240.0,220.0,12 pc,,Yes
887,PEPSOD 69RS,பெப்சொடன்ட் 69₹,Personal Care,toothpaste,65.0,69.0,63.0,1 unit,,Yes
888,PEPSODENT 60RS [12 PC],பெப்சொடன்ட் 60₹ (12),Personal Care,toothpaste,660.0,720.0,660.0,12 pc,,Yes
860,PONDA WHITE 80RS,பான்ட்ஸ் வைட் 80₹,Personal Care,cream,75.0,80.0,73.0,1 unit,,Yes
856,PONDS 100G,பான்ட்ஸ் 100கி,Personal Care,cream,112.0,120.0,115.0,100 g,,Yes
855,PONDS 50G,பான்ட்ஸ் 50கி,Personal Care,cream,78.0,,71.0,50 g,,Yes
853,PONDS POW 10RS [22 PCS],பான்ட்ஸ் பவுடர் 10₹(22),Personal Care,cream,195.0,220.0,200.0,22 pc,,Yes
852,PONDS POW 10RS[12],பான்ட்ஸ் பவுடர் 10₹(12),Personal Care,cream,2260.0,2640.0,2250.0,1 unit,12,Yes
854,PONDS POWDER 10RS,பான்ட்ஸ் பவுடர் 10₹,Personal Care,cream,9.0,10.0,9.0,1 unit,,Yes
858,PONDS WHITE 10RS,பான்ட்ஸ் வைட் 10₹,Personal Care,cream,108.0,120.0,105.0,1 unit,,Yes
857,PONDS WHITE 10RS [24S],பான்ட்ஸ் வைட் 10₹(24),Personal Care,cream,2400.0,2880.0,2380.0,1 unit,,No
859,PONDS WHITE 52RS,பான்ட்ஸ் வைட் 52₹,Personal Care,cream,48.0,52.0,47.0,1 unit,,Yes
432,RATAL PASTE,ரடல் பெஸ்ட்,Personal Care,toothpaste,25.0,30.0,24.0,1 unit,,Yes
55,SOAP BOX,சொப்பு பாக்ஸ்,Personal Care,soap,80.0,120.0,75.0,Box,,Yes
517,STAYFREE 32RS CASE  [120],ஸ்டெப்ரி 32₹ பெட்ழ(120),Personal Care,generic,3020.0,3840.0,3000.0,Case,120,Yes
516,STAYFREE 37RS,ஸ்டெப்ரி 37₹,Personal Care,generic,33.0,37.0,32.0,1 unit,,Yes
518,STAYFREE 40RS PC,ஸ்டெப்ரி 32₹,Personal Care,generic,33.0,40.0,33.0,Piece,,Yes
520,STAYFREE 45RS,ஸ்டெப்ரி 45₹,Personal Care,generic,38.0,42.0,35.0,1 unit,,Yes
519,STAYFREE 45RS CASE,ஸ்டெப்ரி 45₹ பெட்ழ,Personal Care,generic,2350.0,3528.0,2300.0,Case,,Yes
833,SUNSILK 1RS,சன்சில்க் 1₹,Personal Care,shampoo,13.0,16.0,13.0,1 unit,,Yes
832,SUNSILK 1RS CASE[60],சன்சில்க் 1₹ பெட்ழ(60),Personal Care,shampoo,740.0,960.0,730.0,Case,60,Yes
834,SUNSILK 3RS,சன்சில்க் 3₹,Personal Care,shampoo,42.0,48.0,40.0,1 unit,,Yes
1283,TIGER BALM RS47 PC,டைகர் பாம் ₹47,Personal Care,cream,43.0,47.0,42.0,47 pc,,Yes
1016,VATIKA RS 115 PC,வாழகா ₹115,Personal Care,hairoil,108.0,115.0,106.0,115 pc,,Yes
1017,VATIKA RS 180,வாழகா ₹180,Personal Care,hairoil,170.0,180.0,169.0,1 unit,,Yes
1014,VATIKA RS 45 KATTU[6],வாழகா ₹45 கட்டு(6),Personal Care,hairoil,42.0,270.0,41.5,Bundle,6,Yes
1015,VATIKA RS 60,வாழகா ₹60,Personal Care,hairoil,57.0,60.0,56.0,1 unit,,Yes
724,VICKS,விக்ஸ்,Personal Care,cream,120.0,,110.0,1 unit,,Yes
1431,VICKS 1RS  CASE[32],விக்ஸ் 1₹ பெட்ழ(32),Personal Care,cream,3350.0,3776.0,3330.0,Case,32,Yes
1432,VICKS 25RS KATTU[12],விக்ஸ் 25₹ கட்டு(12),Personal Care,cream,240.0,300.0,225.0,Bundle,12,Yes
1433,VICKS 25RS PC,விக்ஸ் 25₹,Personal Care,cream,23.0,25.0,22.0,Piece,,Yes
1434,VICKS 45RS KATTU[12],விக்ஸ் 45₹ கட்டு(12),Personal Care,cream,475.0,480.0,465.0,Bundle,12,Yes
1435,VICKS 45RS PC,விக்ஸ் 45₹,Personal Care,cream,42.0,45.0,40.0,Piece,,Yes
1145,WHISPER 32RS CASE[120],விஸ்பர் 32₹ பெட்ழ(120),Personal Care,generic,3000.0,3840.0,2980.0,Case,120,Yes
1394,WHISPER 40RS,விஸ்பர் 40₹,Personal Care,generic,35.0,40.0,34.0,1 unit,,Yes
1439,WHISPER 40RS CASE[120],விஸ்பர் 40₹ பெட்ழ(120),Personal Care,generic,3600.0,4800.0,3550.0,Case,120,Yes
1395,WHISPER 45RS PC,விஸ்பர் 45₹,Personal Care,generic,38.0,45.0,38.0,Piece,,Yes
1440,WHISPER 48RS CASE[108],விஸ்பர் 48₹ பெட்ழ(108),Personal Care,generic,3850.0,5184.0,3830.0,Case,108,Yes
1396,WHISPER RS50,விஸ்பர் 50₹,Personal Care,generic,44.0,50.0,42.0,1 unit,,Yes
2013,WIN SOAP 10RS,,Personal Care,soap,9.1,10.0,8.7,1 unit,,Yes
1281,ZANDU BALM RS42 PC,சூண்டு பாம் ₹42,Personal Care,cream,38.5,42.0,38.0,42 pc,,Yes
1280,ZANDU BALM RS45KATTU[20],சூண்டு பாம் ₹45 கட்டு(20),Personal Care,cream,770.0,840.0,760.0,1 unit,20,Yes
19,24 KARAT RICE KG,24 கெரட் அரிசி,Rice & Atta,rice,72.0,100.0,70.0,1 unit,,Yes
1388,7 OCLOCK ATTA[20],7 ஓகிளாக் ஆட்டா (20),Rice & Atta,atta,345.0,480.0,340.0,1 unit,20,Yes
2200,AACHI SEMIYA MIX 12RS,,Rice & Atta,noodles,108.0,120.0,105.0,1 unit,,Yes
1076,AASHIR.ATTA 1/2 BAG[60],ஆசிர்.ஆட்டா 1ஃ2கி பை(60),Rice & Atta,atta,1830.0,2100.0,1820.0,Bag,60,Yes
1077,AASHIR.ATTA 1/2 PC,ஆசிர்.ஆட்டா 1ஃ2கி,Rice & Atta,atta,29.0,35.0,32.0,2 pc,,Yes
1078,AASHIR.ATTA 1KG BAG[30],ஆசிர்.ஆட்டா 1கி பை(30),Rice & Atta,atta,1670.0,1950.0,1660.0,1 kg,30,Yes
1079,AASHIR.ATTA 1KG PC,ஆசிர்.ஆட்டா 1கி,Rice & Atta,atta,65.0,,64.0,1 kg,,Yes
909,ANIL SEMIYA BAG[20],அணில் செமியா பை(20),Rice & Atta,noodles,340.0,420.0,333.0,Bag,20,Yes
910,ANIL SEMIYA PC,அணில் செமியா,Rice & Atta,noodles,19.0,21.0,18.0,Piece,,No
1600,APPALAM PONNIE 10RS,அப்பளம் 10₹ பொன்னி கட்டு,Rice & Atta,rice,140.0,200.0,130.0,1 unit,,Yes
2206,APPALAM PONNIE 20RS,அப்பளம் 20₹ பொன்னி கட்டு,Rice & Atta,rice,140.0,200.0,130.0,1 unit,,Yes
1237,ARISI MAVU KG,அரிசி மாவு,Rice & Atta,rice,26.0,50.0,30.0,1 unit,,Yes
1572,ATTA,ஆட்டா,Rice & Atta,atta,50.0,100.0,49.0,1 unit,,Yes
2108,ATTA 5KG,ஆட்டா 5கி,Rice & Atta,atta,235.0,300.0,230.0,5 kg,,Yes
2235,ATTA ELITE 2KG,,Rice & Atta,atta,100.0,250.0,98.0,2 kg,,Yes
2154,ATTA SUNPURE 1/2,,Rice & Atta,atta,28.0,60.0,26.0,1 unit,,Yes
2168,BEEDI PATTASU 15RS,,Rice & Atta,atta,110.0,150.0,100.0,1 unit,,Yes
1464,CHAKKI ATTA KG,சக்கி ஆட்டா 1கி,Rice & Atta,atta,39.0,100.0,38.0,1 unit,,Yes
1343,CORN FLOUR 1/2 PKT,கார்ன் மாவு1ஃ2 பாக்.,Rice & Atta,atta,31.0,60.0,30.0,Packet,,Yes
2000,CORN FLOUR 100G [10],கார்ன் மாவு 100கி (10),Rice & Atta,atta,85.0,300.0,80.0,100 g,10,Yes
1597,CORN FLOUR 1KG,கார்ன் மாவு,Rice & Atta,atta,60.0,100.0,60.0,1 kg,,Yes
1485,CUP SAMBARANI 5RS SAR,கப் சாம்பிராணி 5₹ சரம்,Rice & Atta,rice,90.0,120.0,60.0,Strip,,Yes
2147,FORTUNE ATTA 1KG,,Rice & Atta,atta,100.0,105.0,98.0,1 kg,,Yes
370,IDLY PODI 10RS,ஈட்லி பொழ 10₹,Rice & Atta,spice,80.0,100.0,76.0,1 unit,,Yes
618,IDLY PODI 50G,ஈட்லி பொழ 50கி,Rice & Atta,spice,13.0,30.0,12.0,50 g,,Yes
620,IDLY PODI 50G KATTU,ஈட்;லி பொழ 50கி கட்டு,Rice & Atta,spice,300.0,420.0,280.0,50 g,,Yes
619,IDLY PODI 50G SARAM,ஈட்லி பொழ 50கி சரம்,Rice & Atta,spice,160.0,210.0,150.0,50 g,,Yes
352,IDLY PODI 5RS,ஈட்லி பொழ 5₹,Rice & Atta,spice,38.0,50.0,38.0,1 unit,,Yes
2024,JAVARISI 100G [10],,Rice & Atta,rice,90.0,200.0,85.0,100 g,10,Yes
1498,JAVARISI MAAVU,சூவ்வரிசி மாவு,Rice & Atta,rice,67.0,100.0,65.0,1 unit,,Yes
1496,JAVARISI NYLON,சூவ்வரிசி நைலான்,Rice & Atta,rice,80.0,100.0,68.0,1 unit,,Yes
243,KAARAPATTANI 1KG,காரபட்டாணி 1கி,Rice & Atta,atta,115.0,200.0,120.0,1 kg,,Yes
1593,KARRI ATTAI 10RS,கறி அட்டை 10₹,Rice & Atta,atta,75.0,100.0,75.0,1 unit,,Yes
215,KARRI ATTAI 5RS,கறி அட்டை 5₹,Rice & Atta,atta,42.0,60.0,42.0,1 unit,,Yes
2155,KOZHUKATTAI MAAVU 1/2,,Rice & Atta,atta,35.0,53.0,34.0,1 unit,,Yes
1507,MAIDA,மைதா,Rice & Atta,atta,45.0,50.0,44.0,1 unit,,Yes
510,MAIDA 200G ELIT,மைதா 200கிராம் எலிட்,Rice & Atta,atta,12.0,16.0,13.0,200 g,,Yes
511,MAIDA 500G,மைதா 500கிராம்,Rice & Atta,atta,33.0,34.0,32.0,500 g,,Yes
232,MARAVALI CHIPS 5RS,மரவல்லி சிப்ஸ் 5₹,Rice & Atta,atta,58.0,75.0,58.0,1 unit,,Yes
1393,MAVU JAVARISI KG,மாவு சூவ்வரிசி,Rice & Atta,rice,80.0,120.0,70.0,1 unit,,Yes
12,MAYURI RICE 1KG,மயூரி அரிசி,Rice & Atta,rice,65.0,75.0,60.0,1 kg,,Yes
1146,MAYURI RICE BAG[25],மயூரி அரிசி பை(25),Rice & Atta,rice,1470.0,1750.0,1465.0,Bag,25,Yes
1203,NANDHI 1/2 MAIDA,நந்தி 1ஃ2 மைதா,Rice & Atta,atta,31.0,38.0,30.0,1 unit,,Yes
428,NIRAI MATTAI 5RS,நிரை மட்டை 5₹,Rice & Atta,atta,41.0,,40.0,1 unit,,No
1351,PACHA PATTANI KG,பச்சை பட்டாணி,Rice & Atta,atta,225.0,,220.0,1 unit,,Yes
16,PACHARISI KRISHNA BAG[26],பச்சரிசி கிருஷ்ணா பை(26),Rice & Atta,rice,870.0,1000.0,1120.0,Bag,26,Yes
1367,PATTAI KG,பட்டை 1கி,Rice & Atta,atta,300.0,1000.0,285.0,1 unit,,Yes
214,PATTAI KRAMBU 5RS,பட்டை கிராம்பு 5₹,Rice & Atta,atta,42.0,60.0,40.0,1 unit,,Yes
1130,PATTANI MANJAL,பட்டாணி மஞ்சள்,Rice & Atta,atta,130.0,200.0,125.0,1 unit,,No
1311,PULI DOSAI KG,புளி தொசை,Rice & Atta,pickle,100.0,120.0,100.0,1 unit,,Yes
545,RAGI SAMEYA,ராகி செமியா,Rice & Atta,generic,20.0,30.0,20.0,1 unit,,Yes
2253,RAGI SEMIYA BAG (20),ராகி செமியா (20),Rice & Atta,noodles,400.0,500.0,390.0,Bag,20,Yes
1202,RAVA 1/2 NANDHI,ரவா 1ஃ2 நந்தி,Rice & Atta,atta,32.0,40.0,36.0,1 unit,,Yes
512,RAVA 200G ELIT,ரவை 200கிராம் எலிட்,Rice & Atta,atta,15.0,,13.0,200 g,,Yes
1205,RAVA 200G GANGA,ரவா 200கிராம் கஹ்கா,Rice & Atta,atta,12.0,15.0,11.5,200 g,,Yes
